Code;Bezeichnung;Niveau;Misc
8312;Berufe i.d. Sozialarbeit,Sozialpädagogik;;
83122;Sozialarbeit, Sozialpädagogik -Fachkraft;Fachkraefte;
83123;Sozialarbeit, Sozialpädagogik-Spezialist;Spezialisten;
83124;Sozialarbeit, Sozialpädagogik - Experte;Experten;
8313;Berufe Heilerziehungspflege, Sonderpäd.;;
83131;Heilerziehungspflege, Sonderpäd. -Helfer;Helfer;
83132;Heilerziehungspflege,Sonderpäd-Fachkraft;Fachkraefte;
83133;Heilerziehungspfl.,Sonderpäd.-Spezialist;Spezialisten;
83134;Heilerziehungspflege,Sonderpäd.-Experte;Experten;
8314;Berufe in der Haus- und Familienpflege;;
83141;Haus- und Familienpflege  -  Helfer;Helfer;
83142;Haus- und Familienpflege - Fachkraft;Fachkraefte;
83143;Haus- und Familienpflege - Spezialist;Spezialisten;
8315;Berufe Sozial-,Erziehungs-,Suchtberatung;;
83154;Sozial-,Erziehungs-, Suchtberat.-Experte;Experten;
8319;Aufsicht,Führung-Erziehung,Sozialarbeit;;Aufsicht
83193;Aufsicht-Erziehung,Sozialarbeit,Heilerz.;;Aufsicht
83194;Führung-Erziehung,Sozialarbeit,Heilerz.;;Führung
832;Hauswirtschaft und Verbraucherberatung;;
8321;Berufe in der Hauswirtschaft;;
83211;Hauswirtschaft - Helfer;Helfer;
83212;Hauswirtschaft - Fachkraft;Fachkraefte;
83213;Hauswirtschaft - Spezialist;Spezialisten;
8322;Berufe in der Verbraucherberatung;;
83223;Verbraucherberatung - Spezialist;Spezialisten;
8329;Aufsicht-Hauswirtschaft,Verbraucherber.;;Aufsicht
83293;Aufsicht-Hauswirtschaft,Verbraucherber.;;Aufsicht
833;Theologie und Gemeindearbeit;;
8331;Berufe in der Theologie;;
83314;Theologie - Experte;Experten;
8332;Berufe in der Gemeindearbeit;;
83322;Gemeindearbeit - Fachkraft;Fachkraefte;
83323;Gemeindearbeit - Spezialist;Spezialisten;
8333;Angehörige geistl. Orden, Mutterhäuser;;
83332;Angeh.geistl.Orden,Mutterhäus.-Fachkraft;Fachkraefte;
83333;Angeh.geistl.Orden, Mutterh.-Spezialist;Spezialisten;
8338;Berufe in Theologie,Gemeindearbeit (ssT);;
83382;Theologie,Gemeindearbeit (ssT)-Fachkraft;Fachkraefte;
83383;Theologie,Gemeindearbeit(ssT)-Spezialist;Spezialisten;
83384;Theologie, Gemeindearbeit (ssT)-Experte;Experten;
8339;Führung - Theologie und Gemeindearbeit;;Führung
83394;Führung - Theologie und Gemeindearbeit;;Führung
84;Lehrende und ausbildende Berufe;;
841;Lehrtätigkeit an allgemeinbild. Schulen;;
8411;Lehrkräfte in der Primarstufe;;
84114;Lehrkräfte in der Primarstufe - Experte;Experten;
8412;Lehrkräfte in der Sekundarstufe;;
84124;Lehrkräfte in d. Sekundarstufe - Experte;Experten;
8413;Lehrkräfte an Förderschulen;;
84134;Lehrkräfte an Förderschulen - Experte;Experten;
8414;Berufe in der Lehrerausbildung;;
84144;Lehrerausbildung - Experte;Experten;
8418;Lehrkräfte allgemeinbild. Schulen (ssT);;
84183;Lehrkräfte allg. Schule (ssT)-Spezialist;Spezialisten;
84184;Lehrkräfte allg. Schule (ssT)-Experte;Experten;
8419;Führung - Allgemeinbildende Schulen;;Führung
84194;Führung - Allgemeinbildende Schulen;;Führung
842;Lehrt.berufsb.Fächer,betr.Ausb.,Betr.päd;;
8421;Lehrkräfte für berufsbildende Fächer;;
84213;Lehrkräfte berufsbild. Fächer-Spezialist;Spezialisten;
84214;Lehrkräfte berufsbildende Fächer-Experte;Experten;
8422;Berufe betriebl. Ausbildung, Berufspäd.;;
84223;Betriebl.Ausbild., Berufspäd.-Spezialist;Spezialisten;
84224;Betriebl. Ausbild., Berufspäd.-Experte;Experten;
8429;Führung - BBS, betriebl.Ausb., Betr.päd.;;Führung
84294;Führung - BBS, betriebl.Ausb., Betr.päd.;;Führung
843;Lehr-,Forschungstätigkeit an Hochschulen;;
8430;Berufe i. d. Hochschullehre, -forschung;;
84304;Hochschullehre und -forschung - Experte;Experten;
8439;Führung - Hochschullehre und -forschung;;Führung
84394;Führung - Hochschullehre und -forschung;;Führung
844;Lehrtätigk. außerschul.Bildungseinricht.;;
8440;Berufe in der Erwachsenenbildung (o.S.);;
84404;Erwachsenenbildung (o.S.) - Experte;Experten;
8441;Berufe in der Musikpädagogik;;
84412;Musikpädagogik - Fachkraft;Fachkraefte;
84413;Musikpädagogik - Spezialist;Spezialisten;
84414;Musikpädagogik - Experte;Experten;
8442;Berufe in der Religionspädagogik;;
84424;Religionspädagogik - Experte;Experten;
8443;Berufe in der Kunst-, Theaterpädagogik;;
84434;Kunst-, Theaterpädagogik - Experte;Experten;
8444;Berufe im IT-Anwendungstraining;;
84444;IT-Anwendungstraining - Experte;Experten;
8445;(Fremd-)Sprachenlehrer/innen;;
84454;(Fremd-)Sprachenlehrer/innen - Experte;Experten;
8448;Lehrkräfte außerschul.Bild.einrich.(ssT);;
84483;Lehrkr.außerschul.Bild.(ssT)-Spezialist;Spezialisten;
84484;Lehrkr. außerschul.Bild.(ssT)-Experte;Experten;
8449;Führung-Außerschul.Bildungseinrichtungen;;Führung
84494;Führung-Außerschul.Bildungseinrichtungen;;Führung
845;Fahr-,Sportunterricht außerschul. Bild.;;
8450;Sportlehrer/innen (o.S.);;
84503;Sportlehrer/innen (o.S.) - Spezialist;Spezialisten;
84504;Sportlehrer/innen (o.S.) - Experte;Experten;
8451;Fahrlehrer/innen;;
84513;Fahrlehrer/innen - Spezialist;Spezialisten;
8452;Fluglehrer/innen;;
84523;Fluglehrer/innen - Spezialist;Spezialisten;
8453;Tanzlehrer/innen;;
84533;Tanzlehrer/innen - Spezialist;Spezialisten;
8454;Trainer/innen - Ballsportarten;;
84543;Trainer - Ballsportarten - Spezialist;Spezialisten;
8455;Trainer/innen - Fitness und Gymnastik;;
84553;Trainer - Fitness,Gymnastik - Spezialist;Spezialisten;
8458;Sportlehrer/innen (s.s.T.);;
84583;Sportlehrer/innen (s.s.T.) - Spezialist;Spezialisten;
9;Geisteswissenschaften, Kultur,Gestaltung;;
91;Geistes-Gesellschafts-Wirtschaftswissen.;;
911;Sprach-, Literaturwissenschaften;;
9110;Berufe in Sprach-, Literaturwissen.(oS);;
91104;Sprach-, Literaturwissen.(oS) - Experte;Experten;
9111;Berufe in der Germanistik;;
91114;Germanistik - Experte;Experten;
9112;Berufe in der Anglistik, Amerikanistik;;
91124;Anglistik, Amerikanistik - Experte;Experten;
9113;Berufe in der Romanistik;;
91134;Romanistik - Experte;Experten;
9114;Berufe i.d. Slawistik, verw. Bereichen;;
91144;Slawistik, verwandte Bereiche - Experte;Experten;
9115;Berufe in der Arabistik, Orientalistik;;
91154;Arabistik, Orientalistik - Experte;Experten;
9116;Berufe Sprach-, Literaturwis. asiat.Raum;;
91164;Sprach-,Literaturwis. asiat.Raum-Experte;Experten;
9117;Berufe in der Altphilologie;;
91174;Altphilologie - Experte;Experten;
9118;Berufe Sprach-,Literaturwissensch. (ssT);;
91184;Sprach-,Literaturwissensch.(ssT)-Experte;Experten;
912;Geisteswissenschaften;;
9121;Berufe in Philosophie, Religion, Ethik;;
91214;Philosophie, Religion, Ethik - Experte;Experten;
9122;Berufe in Geschichtswissenschaften;;
91224;Geschichtswissenschaften - Experte;Experten;
9123;Berufe in der Archäologie;;
91233;Archäologie - Spezialist;Spezialisten;
91234;Archäologie - Experte;Experten;
9124;Berufe in Medien-, Theaterwissenschaft;;
91244;Medien-, Theaterwissenschaft - Experte;Experten;
9125;Berufe in der Regionalwissenschaft;;
91254;Regionalwissenschaft - Experte;Experten;
9126;Berufe in der Anthropologie, Ethnologie;;
91264;Anthropologie, Ethnologie - Experte;Experten;
913;Gesellschaftswissenschaften;;
9131;Berufe in der Politologie;;
91314;Politologie - Experte;Experten;
9132;Berufe in der Soziologie;;
91324;Soziologie - Experte;Experten;
9133;Berufe in der Erziehungswissenschaft;;
91334;Erziehungswissenschaft - Experte;Experten;
9134;Berufe in der Markt-, Meinungsforschung;;
91341;Markt-, Meinungsforschung - Helfer;Helfer;
91342;Markt-, Meinungsforschung - Fachkraft;Fachkraefte;
91343;Markt-, Meinungsforschung - Spezialist;Spezialisten;
91344;Markt-, Meinungsforschung - Experte;Experten;
9135;Berufe in der Demografie;;
91354;Demografie - Experte;Experten;
9138;Berufe Gesellschaftswissenschaften (ssT);;
91384;Gesellschaftswissenschaften(ssT)-Experte;Experten;
914;Wirtschaftswissenschaften;;
9140;Berufe in Wirtschaftswissenschaften (oS);;
91404;Wirtschaftswissenschaften (oS) - Experte;Experten;
9148;Berufe in Wirtschaftswissenschaften(ssT);;
91484;Wirtschaftswissenschaften(ssT) - Experte;Experten;
92;Werbung,Marketing,kaufm,red.Medienberufe;;
921;Werbung und Marketing;;
9211;Berufe in Werbung und Marketing;;
92112;Werbung und Marketing - Fachkraft;Fachkraefte;
92113;Werbung und Marketing - Spezialist;Spezialisten;
92114;Werbung und Marketing - Experte;Experten;
9212;Berufe im Dialogmarketing;;
92122;Dialogmarketing - Fachkraft;Fachkraefte;
92123;Dialogmarketing - Spezialist;Spezialisten;
9213;Berufe im Kundenmanagement;;
92133;Kundenmanagement - Spezialist;Spezialisten;
9219;Aufsicht, Führung  -  Werbung u. Marketing;;Aufsicht
92193;Aufsicht  -  Werbung und Marketing;;Aufsicht
92194;Führung - Werbung und Marketing;;Führung
922;Öffentlichkeitsarbeit;;
9220;Berufe in der Öffentlichkeitsarbeit;;
92203;Öffentlichkeitsarbeit - Spezialist;Spezialisten;
92204;Öffentlichkeitsarbeit - Experte;Experten;
9229;Führung - Öffentlichkeitsarbeit;;Führung
92294;Führung - Öffentlichkeitsarbeit;;Führung
923;Verlags- und Medienwirtschaft;;
9230;Verlags- und Medienkaufleute (o.S.);;
92302;Verlags-,Medienkaufleute(oS) - Fachkraft;Fachkraefte;
92303;Verlags-,Medienkaufleute(oS) -Spezialist;Spezialisten;
92304;Verlags-, Medienkaufleute (oS) - Experte;Experten;
9238;Verlags- und Medienkaufleute (s.s.T.);;
92382;Verlags-, Medienkaufleute(ssT)-Fachkraft;Fachkraefte;
92383;Verlags-,Medienkaufleute(ssT)-Spezialist;Spezialisten;
92384;Verlags-, Medienkaufleute (ssT) -Experte;Experten;
9239;Führung - Verlags- und Medienwirtschaft;;Führung
92394;Führung - Verlags- und Medienwirtschaft;;Führung
924;Redaktion und Journalismus;;
9241;Redakteure/innen, Journalisten/innen;;
92412;Redakteure, Journalisten - Fachkraft;Fachkraefte;
92413;Redakteure, Journalisten - Spezialist;Spezialisten;
92414;Redakteure, Journalisten - Experte;Experten;
9242;Lektoren/innen;;
92424;Lektoren/innen - Experte;Experten;
9243;Autoren/Autorinnen, Schriftsteller/innen;;
92434;Autoren, Schriftsteller - Experte;Experten;
9249;Führung - Redaktion und Journalismus;;Führung
92494;Führung - Redaktion und Journalismus;;Führung
93;Produktdesign, Kunsthandwerk;;
931;Produkt- und Industriedesign;;
9310;Berufe im Produkt- und Industriedesign;;
93102;Produkt-, Industriedesign - Fachkraft;Fachkraefte;
93103;Produkt-, Industriedesign - Spezialist;Spezialisten;
93104;Produkt-, Industriedesign - Experte;Experten;
932;Innenarchitektur, Raumausstattung;;
9321;Berufe in der Innenarchitektur;;
93212;Innenarchitektur - Fachkraft;Fachkraefte;
93213;Innenarchitektur - Spezialist;Spezialisten;
93214;Innenarchitektur - Experte;Experten;
9322;Berufe im visuellen Marketing;;
93222;Visuelles Marketing - Fachkraft;Fachkraefte;
93223;Visuelles Marketing - Spezialist;Spezialisten;
9323;Berufe in der Raumausstattung;;
93232;Raumausstattung - Fachkraft;Fachkraefte;
93233;Raumausstattung - Spezialist;Spezialisten;
9329;Aufsicht-Innenarchitektur,Raumausstatt.;;Aufsicht
93293;Aufsicht-Innenarchitektur,Raumausstatt.;;Aufsicht
933;Kunsthandwerk und bildende Kunst;;
9330;Berufe Kunsthandwerk, bildend.Kunst (oS);;
93302;Kunsthandw., bild.Kunst (oS) - Fachkraft;Fachkraefte;
93303;Kunsthandwerk,bild.Kunst (oS)-Spezialist;Spezialisten;
93304;Kunsthandwerk, bild. Kunst (oS)-Experte;Experten;
9331;Berufe in der Bildhauerei;;
93312;Bildhauerei - Fachkraft;Fachkraefte;
93313;Bildhauerei - Spezialist;Spezialisten;
9332;Kunstmaler/innen, Zeichner/innen;;
93323;Kunstmaler, Zeichner - Spezialist;Spezialisten;
9333;Berufe Drechslerei, Spielzeugherstellung;;
93332;Drechslerei,Spielzeugherstell.-Fachkraft;Fachkraefte;
93333;Drechslerei, Spielzeugherst.-Spezialist;Spezialisten;
9334;Berufe im Vergolderhandwerk;;
93342;Vergolderhandwerk - Fachkraft;Fachkraefte;
93343;Vergolderhandwerk - Spezialist;Spezialisten;
9335;Berufe in der Wachszieherei;;
93352;Wachszieherei - Fachkraft;Fachkraefte;
9338;Berufe Kunsthandwerk, bild. Kunst (ssT);;
93382;Kunsthandwerk, bild.Kunst(ssT)-Fachkraft;Fachkraefte;
93383;Kunsthandwerk,bild.Kunst(ssT)-Spezialist;Spezialisten;
9339;Aufsicht - Kunsthandwerk,bildende Kunst;;Aufsicht
93393;Aufsicht - Kunsthandwerk,bildende Kunst;;Aufsicht
934;Kunsthandwerkl. Keramik-, Glasgestaltung;;
9341;Berufe kunsthandwerkl. Keramikgestaltung;;
93412;Kunsthandw. Keramikgestaltung-Fachkraft;Fachkraefte;
93413;Kunsthandw. Keramikgestaltung-Spezialist;Spezialisten;
9342;Berufe kunsthand.GlasKeram,Porzellanmal.;;
93422;KunsthandGlasKeramPorzellanmal-Fachkraft;Fachkraefte;
9343;Berufe kunsthandwerkliche Glasbläserei;;
93432;Kunsthandwerkl. Glasbläserei - Fachkraft;Fachkraefte;
93433;Kunsthandwerkl. Glasbläserei-Spezialist;Spezialisten;
9349;Aufsicht-Kunsthandw.Keramik,Glasgestalt.;;Aufsicht
93493;Aufsicht-Kunsthandw.Keramik,Glasgestalt.;;Aufsicht
935;Kunsthandwerkliche Metallgestaltung;;
9351;Berufe kunsthandwerkl. Metallgestaltung;;
93512;Kunsthandw. Metallgestaltung - Fachkraft;Fachkraefte;
93513;Kunsthandw. Metallgestaltung-Spezialist;Spezialisten;
9352;Kunsthandw.Schmuckherst.,Edelsteinbearb.;;
93522;Kunsth.Schmuckher.Edelsteinbe.-Fachkraft;Fachkraefte;
93523;Kunsth.SchmuckherEdelsteinbe.-Spezialist;Spezialisten;
93524;Kunsth.Schmuckher.Edelsteinbear.-Experte;Experten;
9353;Berufe in der Gravur;;
93532;Gravur - Fachkraft;Fachkraefte;
93533;Gravur - Spezialist;Spezialisten;
9354;Berufe Schilder-,Lichtreklameherstellung;;
93542;Schilder-,Lichtreklameherst. - Fachkraft;Fachkraefte;
9359;Aufsicht-Kunsthandwerkl.Metallgestaltung;;Aufsicht
93593;Aufsicht-Kunsthandwerkl.Metallgestaltung;;Aufsicht
936;Musikinstrumentenbau;;
9360;Berufe im Musikinstrumentenbau (o.S.);;
93602;Musikinstrumentenbau (o.S.) - Fachkraft;Fachkraefte;
93603;Musikinstrumentenbau (o.S.) - Spezialist;Spezialisten;
93604;Musikinstrumentenbau (o.S.) - Experte;Experten;
9361;Berufe im Streich-, Zupfinstrumentenbau;;
93612;Streich-,Zupfinstrumentenbau - Fachkraft;Fachkraefte;
93613;Streich-,Zupfinstrumentenbau-Spezialist;Spezialisten;
9362;Berufe im Holzblasinstrumentenbau;;
93622;Holzblasinstrumentenbau - Fachkraft;Fachkraefte;
93623;Holzblasinstrumentenbau - Spezialist;Spezialisten;
9363;Berufe im Metallblasinstrumentenbau;;
93632;Metallblasinstrumentenbau - Fachkraft;Fachkraefte;
93633;Metallblasinstrumentenbau - Spezialist;Spezialisten;
9364;Berufe im Klavier- und Cembalobau;;
93642;Klavier- und Cembalobau - Fachkraft;Fachkraefte;
93643;Klavier- und Cembalobau - Spezialist;Spezialisten;
9365;Berufe im Orgel- und Harmoniumbau;;
93652;Orgel- und Harmoniumbau - Fachkraft;Fachkraefte;
93653;Orgel- und Harmoniumbau - Spezialist;Spezialisten;
9368;Berufe im Musikinstrumentenbau (s.s.T.);;
93682;Musikinstrumentenbau (s.s.T.)-Fachkraft;Fachkraefte;
93683;Musikinstrumentenbau (s.s.T.)-Spezialist;Spezialisten;
9369;Aufsicht - Musikinstrumentenbau;;Aufsicht
93693;Aufsicht - Musikinstrumentenbau;;Aufsicht
94;Darstellende, unterhaltende Berufe;;
941;Musik-, Gesang-, Dirigententätigkeiten;;
9411;Musiker/innen;;
94114;Musiker/innen - Experte;Experten;
9412;Sänger/innen;;
94124;Sänger/innen - Experte;Experten;
9413;Dirigenten/Dirigentinnen;;
94134;Dirigenten/Dirigentinnen - Experte;Experten;
9414;Komponisten/Komponistinnen;;
94144;Komponisten/Komponistinnen - Experte;Experten;
9418;Musik-,Gesangs-, Dirigententätigk. (ssT);;
94183;MusikGesangDirigententät(ssT)-Spezialist;Spezialisten;
94184;MusikGesangs,Dirigententät.(ssT)-Experte;Experten;
942;Schauspiel, Tanz und Bewegungskunst;;
9421;Schauspieler/innen;;
94214;Schauspieler/innen - Experte;Experten;
9422;Tänzer/innen, Choreografen/innen;;
94224;Tänzer, Choreografen - Experte;Experten;
9423;Mannequins, Dressmen, sonstige Models;;
94232;MannequinDressmen,sonst.Models-Fachkraft;Fachkraefte;
9424;Athleten, Berufssportler;;
94243;Athleten, Berufssportler - Spezialist;Spezialisten;
9425;Berufe personenbezog. Dienstleistungen;;
94252;Personenbezog.Dienstleistungen-Fachkraft;Fachkraefte;
9428;BerufeSchauspielTanz,Bewegungskunst(ssT);;
94283;SchauspielTanzBewegungsk(ssT)-Spezialist;Spezialisten;
943;Moderation und Unterhaltung;;
9430;Berufe in Moderation, Unterhaltung (oS);;
94303;Moderation,Unterhaltung (oS) -Spezialist;Spezialisten;
9431;Komiker/innen, Kabarettisten/innen;;
94313;Komiker, Kabarettisten - Spezialist;Spezialisten;
9432;Zauberer/innen, Illusionisten/innen;;
94323;Zauberer, Illusionisten - Spezialist;Spezialisten;
9433;Hörfunk-, Fernsehmoderatoren/innen;;
94334;Hörfunk-, Fernsehmoderatoren - Experte;Experten;
9434;Berufe im Bereich Glücks- und Wettspiel;;
94342;Glücks- und Wettspiel - Fachkraft;Fachkraefte;
9438;Berufe in Moderation, Unterhaltung (ssT);;
94382;Moderation,Unterhaltung(ssT)  -  Fachkraft;Fachkraefte;
94383;Moderation,Unterhaltung(ssT) -Spezialist;Spezialisten;
944;Theater-, Film- und Fernsehproduktion;;
9440;Berufe Theater-,Film-,Fernsehproduk.(oS);;
94402;Theater-Film-,Fernsehprod.(oS)-Fachkraft;Fachkraefte;
94403;Theater-Film,Fernsehprod.(oS)-Spezialist;Spezialisten;
94404;Theater-,Film-, Fernsehprod.(oS)-Experte;Experten;
9441;Berufe in der Regie;;
94413;Regie - Spezialist;Spezialisten;
94414;Regie - Experte;Experten;
9448;Berufe Theater-,Film-, Fernsehprod.(ssT);;
94482;Theater-Film,Fernsehprod.(ssT)-Fachkraft;Fachkraefte;
94483;TheaterFilm,Fernsehprod.(ssT)-Spezialist;Spezialisten;
94484;Theater-Film-,Fernsehprod.(ssT)-Experte;Experten;
9449;Aufsicht,Führung-TheaterFilm,Fernsehprod;;Aufsicht
94493;Aufsicht-Theater-Film-,Fernsehproduktion;;Aufsicht
94494;Führung-Theater-,Film-,Fernsehproduktion;;Führung
945;Veranstaltungs-, Kamera-, Tontechnik;;
9451;Berufe Veranstaltungs- und Bühnentechnik;;
94512;Veranstaltungs-, Bühnentechnik-Fachkraft;Fachkraefte;
94513;Veranstaltungs-,Bühnentechnik-Spezialist;Spezialisten;
94514;Veranstaltungs-, Bühnentechnik - Experte;Experten;
9452;Berufe in der Kameratechnik;;
94522;Kameratechnik - Fachkraft;Fachkraefte;
94523;Kameratechnik - Spezialist;Spezialisten;
9453;Berufe in der Bild- und Tontechnik;;
94532;Bild- und Tontechnik - Fachkraft;Fachkraefte;
94533;Bild- und Tontechnik - Spezialist;Spezialisten;
94534;Bild- und Tontechnik - Experte;Experten;
9458;Berufe Veranstalt.-Kamera-,Tontech.(ssT);;
94582;Veranstalt.-Kamera-,Tont.(ssT)-Fachkraft;Fachkraefte;
9459;Aufsicht-Veranstaltungs-Kamera-,Tontech.;;Aufsicht
94593;Aufsicht-Veranstaltungs-Kamera-,Tontech.;;Aufsicht
946;Bühnen- und Kostümbildnerei, Requisite;;
9461;Berufe i.d. Bühnen- und Kostümbildnerei;;
94612;Bühnen- und Kostümbildnerei - Fachkraft;Fachkraefte;
94613;Bühnen- und Kostümbildnerei - Spezialist;Spezialisten;
94614;Bühnen- und Kostümbildnerei - Experte;Experten;
9462;Berufe in der Requisite;;
94622;Requisite - Fachkraft;Fachkraefte;
94623;Requisite - Spezialist;Spezialisten;
9469;Aufsicht-Bühnen-,Kostümbildn.,Requisite;;Aufsicht
94693;Aufsicht-Bühnen-,Kostümbildn.,Requisite;;Aufsicht
947;Museumstechnik und -management;;
9470;Museumsberufe (o.S.);;
94704;Museum (o.S.) - Experte;Experten;
9471;Berufe Museums- und Ausstellungstechnik;;
94712;Museums-,Ausstellungstechnik - Fachkraft;Fachkraefte;
94713;Museums-,Ausstellungstechnik-Spezialist;Spezialisten;
94714;Museums-, Ausstellungstechnik - Experte;Experten;
9472;Kunstsachverständige;;
94724;Kunstsachverständige - Experte;Experten;
9479;Führung - Museum;;Führung
94794;Führung - Museum;;Führung
0;Militär;;
01;Angehörige der regulären Streitkräfte;;
011;Offiziere;;
0110;Offiziere;;
01104;Offiziere;;
012;Unteroffiziere mit Portepee;;
0120;Unteroffiziere mit Portepee;;
01203;Unteroffiziere mit Portepee;;
013;Unteroffiziere ohne Portepee;;
0130;Unteroffiziere ohne Portepee;;
01302;Unteroffiziere ohne Portepee;;
014;Angeh. reguläre Streitkräfte sonst.Ränge;;
0140;Angeh. reguläre Streitkräfte sonst.Ränge;;
01402;Angeh. reguläre Streitkräfte sonst.Ränge;;
